あいいちろう	愛一朗,愛一郎,藍一朗,藍一郎,愛一朗,愛一郎,藍一朗,藍一郎
ゆうろ	結路,友路,悠呂,悠路,悠露,由蕗,夕路,夕露
ゆかい	結快,結海,愉快,由海
ゆきあき	倖輝,幸晃,幸秋,幸彰,幸昭,幸章,幸哲,幸明,行秋,行彰,行昭,行章,行明,雪秋,之秋,之彰,之昭,之章,之明,廉彬
ゆきお	ゆきお,ゆき緒,ユキオ,雲雄,熊喜男,敬生,結生緒,建夫,倖央,倖緒,幸栄,幸於,幸央,幸緒,幸生,幸大,幸男,幸夫,幸勇,幸雄,幸朗,幸郎,幸應,行央,行穏,行生,行男,行夫,行雄,就臣,循緒,章雄,進夫,征生,征男,征夫,征雄,征郎,雪織,雪生,雪男,雪夫,雪雄,透生,透男,透夫,透雄,透郎,之生,之大,之男,之夫,之雄,之朗,佑紀生,優希男,友紀夫,悠紀男,悠紀夫,悠紀雄,有希生,有希雄,有木生,柚希雄,由喜雄,由基央,由希夫,由季央,由紀乙,由紀生,由紀男,由紀夫,由紀雄,由記夫,由記雄,由貴夫,由起夫,由己雄,由樹緒,由樹男,祐希男,祐稀緒,裕喜生,裕喜雄,夕起夫,侑緒
ゆきかず	維一,敬和,五一,幸一,幸員,幸運,幸計,幸算,幸収,幸順,幸数,幸知,幸量,幸和,行一,行寿
ゆきたか	詣宜,倖宝,幸岳,幸貴,幸喬,幸敬,幸孝,幸昂,幸高,幸剛,幸峻,幸崇,幸嵩,幸専,幸尊,幸鷹,幸隆,幸稜,行貴,行孝,行高,行隆,志空,志行,志尚,遵鳳,征貴,征考,雪喬,雪尊,雪鷹,雪峰,雪隆,通高,如貴,之貴,之孝,之隆,由貴,侑貴,侑香,諧孝
ゆきち	ゆきち,ユキチ,喜治,結吉,幸治,幸知,志知,征知,雪治,雪池,雪馳,湯吉,愉吉,諭吉,優吉,悠吉,由紀智,由吉,礼智
ゆきと	ゆきと,亨人,享斗,之都,之音,之人,之斗,之杜,之登,之都,之砥,之利,之翔,佑希士,佑希人,佑希仁,佑希斗,佑稀人,佑稀斗,佑紀斗,佑貴斗,佑輝人,佑輝斗,佑己杜,佑樹人,佑生仁,佑絆士,侑永,侑叶,侑希人,侑希斗,侑希翔,侑機斗,侑季翔,侑稀人,侑稀斗,侑紀斗,侑己人,侑己斗,侑士,侑樹翔,侑人,侑生翔,侑兎,侑斗,侑杜,侑登,侑橙,侑翔,來斗
ゆきとし	ゆきとし,享年,享利,恭敏,幸紀,幸歳,幸寿,幸淑,幸俊,幸世,幸年,幸敏,幸利,行俊,行敏,志駿,征稔,千敏,如壽,之紀
ゆきなり	ゆきなり,ゆき也,享忠,恭成,敬成,五入,倖成,倖也,幸育,幸哉,幸城,幸勢,幸成,幸整,幸誠,幸也,行成,行生,行也,志勢,志成,志誠,進也,是也,征成,征也,雪成,雪也,千成,透也,之成,之也,優希成,悠紀也,悠輝也,由起成,由勢,侑孝,侑城,逞柔
ゆきのじょう	維之丞,往之丞,幸乃丈,幸乃丞,幸之丞,行之丞,志之丞,征之丞,雪之丞,之之丞,礼之丞,侑之丞
ゆきのすけ	亨ノ介,倖之助,幸ノ介,幸之介,幸之助,幸之将,幸之佑,幸之亮,行之介,行之助,征之介,征之助,雪乃介,雪之介,雪之助,之ノ助
ゆきのぶ	敬信,元信,幸延,幸宜,幸述,幸伸,幸信,幸誠,幸宣,幸暢,幸展,行延,行伸,行信,至信,征宣,雪信,千敦,透修,透暢,之宣,友樹信
ゆきのり	以載,往則,勧章,享士,倖則,幸賀,幸紀,幸規,幸記,幸教,幸憲,幸載,幸誠,幸則,幸典,幸徳,幸伯,幸範,幸法,幸倫,幸礼,行紀,行規,行記,行憲,行孝,行智,行典,行徳,行倫,行礼,将規,肖剰,進徳,征紀,征則,征典,雪詞,千矩,千徳,之制,之典,之範,裕紀,侑功,侑准,侑昇,逞能
ゆきはる	往遼,幸映,幸栄,幸温,幸玄,幸始,幸治,幸春,幸晴,幸全,幸暖,幸波留,幸美,幸明,幸悠,幸遥,幸陽,幸遙,行治,行春,行晴,行遥,行陽,志陽,詩玄,祥悠,征治,雪春,雪晴,雪陽,大暖,透春,之晴,之暖,之悠,之陽,優希啓,由紀青,礼悠,侑玄,侑春,逞春
ゆきひこ	維彦,往彦,起彦,恭彦,元彦,幸彦,行彦,志彦,征彦,雪彦,透久,透彦,之彦,悠稀彦,有紀彦,有樹彦,由紀彦,祐稀彦,祐紀彦,侑彦
ゆきひさ	運久,介寿,介悠,恭玖,恭悠,薫久,倖久,孝寿,幸久,幸恒,幸寿,幸尚,幸弥,幸悠,行央,行久,行恒,行寿,行尚,志尚,征永,征久,征寿,雪久,透久,如久,之久,由久,侑央,侑久,侑剛,侑尚
ゆきひで	ゆきひで,幸偉,幸英,幸秀,行偉,行栄,行英,行秀,征偉,征英,征秀,雪秀,千英,之英,悠紀秀
ゆきひと	ゆきひと,維一,維士,維人,潔人,結希人,倖人,幸一,幸史,幸人,幸仁,幸斉,幸等,行一,行史,行人,行仁,行斉,行等,志人,志仁,志斉,章飛仁,雪史,雪人,雪仁,之人,佑生仁,優喜人,友希仁,悠己人,有希人,有輝仁,由喜人,礼仁,侑基仁,侑仁,逞人
ゆきひろ	往大,亨洋,薫大,結希裕,倖嘉,倖宏,倖大,孝啓,幸央,幸嘉,幸拡,幸寛,幸啓,幸宏,幸広,幸弘,幸浩,幸紘,幸尋,幸太,幸泰,幸大,幸拓,幸博,幸優,幸祐,幸裕,幸洋,幸礼,幸廣,行遠,行寛,行宏,行広,行弘,行紘,行博,行洋,志宏,志浩,志大,志拓,志洋,至啓,章浩,章紘,晋弘,征弘,征浩,征紘,征洋,雪弘,雪浩,雪紘,雪尋,雪大,大泰,透浩,之宏,之広,之弘,之浩,之博,之裕,優希啓,友貴啓,由紀宏,由紀浩,由紀博,由紀洋,由紘,裕紀洋,裕貴博,遊大,廉寛,侑宏,侑弘,侑泰,侑大,侑洸
ゆきまさ	勧正,元政,倖正,幸雅,幸匡,幸勝,幸将,幸昌,幸真,幸征,幸政,幸正,幸大,幸柾,幸優,幸將,幸眞,行真,行成,行政,行正,行誠,行柾,志昌,志真,志道,志晟,将正,征将,征聖,政鷹,雪雅,千雅,透匡,如雅,如且,如匡,如賢,如政,如正,如諒,乃雅,之雅,之真,之政,之誠,由紀真,侑聖
ゆきむら	維邑,亨紫,亨村,幸村,幸邑,行村,志紫,志宣,志叢,将邑,雪村,雪邑,大福,悠紀村,裕貴村,侑村,侑邑
ゆきや	ゆきや,ゆき也,維也,運也,亨哉,亨也,亨耶,亨弥,恭也,恭弥,恭矢,薫弥,敬也,敬弥,結希哉,結希也,結希弥,結希矢,元哉,倖哉,倖也,倖夜,倖弥,倖矢,倖躍,幸哉,幸也,幸耶,幸弥,幸矢,幸陽,幸彌,幸椰,行哉,行也,行耶,行弥,行矢,志哉,志埜,志也,志弥,順哉,順埜,順也,順夜,順野,順弥,順矢,順陽,征哉,征也,征弥,雪哉,雪也,雪夜,雪弥,雪矢,千哉,千焚,千也,千耶,千椰,透哉,透也,道哉,道也,如也,如矢,之也,之弥,敏射,文陽,佑希哉,佑季弥,優喜也,優基也,優基弥,優希哉,優希弥,優揮也,優紀也,優貴也,優輝哉,優輝也,優輝矢,優樹哉,優樹也,優暉也,優綺也,勇基矢,勇希也,勇希耶,友希也,友希夜,友希彌,友貴哉,友起也,友桔也,友樹也,悠希哉,悠希也,悠稀也,悠輝哉,悠輝也,悠来也,有希也,有紀哉,有紀也,有貴哉,有起哉,有輝也,柚希哉,由希哉,由希也,由季也,由稀弥,由規哉,由貴哉,由貴也,由貴弥,由起也,由輝也,祐喜也,祐希也,祐輝哉,祐樹也,裕希矢,裕季也,裕季矢,裕輝也,遊貴也,雄葵哉,夕希也,礼也,侑希弥,侑輝也,侑哉,侑也,侑弥,侑矢,侑暉也,來也,逞柔,逞矢
ゆきやす	幸安,幸億,幸休,幸恭,幸康,幸泰,幸保,幸靖,幸裕,幸廉,行安,行恭,行泰,行勉,行保,徳那,之恭,之保,侑奎侃,將慶
ゆきよ	幸世,幸代,優汐,由紀代
ゆずと	ゆずと,ゆず翔,結寿人,禅己,禅斗,禅翔,優寿斗,悠珠斗,悠珠翔,柚永,柚音,柚叶,柚子斗,柚人,柚仁,柚澄,柚斗,柚杜,柚登,柚都,柚冬,柚飛,柚翔,由寿都,裕珠斗,夕寿都,侑寿都
ゆずる	ゆずる,宛,結珠留,謙,譲流,譲琉,譲留,譲瑠,禅流,禅琉,禅留,禅瑠,遜,遜流,遜琉,遜留,遜瑠,柚流,柚琉,柚留,柚硫,柚瑠,由珠琉,由寿琉,祐寿琉,裕珠琉,裕珠瑠,讓
ゆたか	ゆたか,ユタカ,右貴,完,弓貴,弓敬,結貴,結空,結公,結孝,結高,結崇,結正,結尊,結太佳,結太加,結太花,結太華,結太香,結汰夏,結鷹,結隆,行高,行鷹,穣花,征鷹,碩,担,湯貴,湯喬,湯尭,湯敬,湯孝,湯昂,湯高,湯峻,湯崇,湯嵩,湯多佳,湯多夏,湯多果,湯汰加,湯汰可,湯隆,湯堯,之岳,肥,阜,豊伽,豊佳,豊加,豊可,豊嘉,豊夏,豊果,豊歌,豊禾,豊花,豊霞,豊賀,豊樺,豊香,豊勝,豊日,豊隆,豊力,茂佳,愉孝,愉尊,愉多加,愉多果,愉太加,愉太可,愉天,諭空,諭賢,諭孝,諭高,諭峻,諭嵩,諭太佳,諭太加,諭鷹,輸喬,輸太加,輸太可,唯高,唯多佳,唯太佳,唯太加,唯太河,唯鷹,佑貴,佑昂,佑高,佑章,佑崇,佑多佳,佑多加,佑多河,佑太佳,佑太加,佑太可,佑太夏,佑汰夏,佑鳳,佑陸,佑隆,優貴,優喬,優敬,優孝,優昂,優高,優剛,優宗,優勝神,優将,優章,優心,優嵩,優多佳,優多可,優多嘉,優多夏,優多樺,優多彼,優太佳,優太加,優太夏,優太花,優太華,優太賀,優太香,優汰加,優汰夏,優汰和,優鷹,優天,優宝,優隆,勇岳,勇喬,勇嵩,勇多夏,勇多果,勇汰可,勇鷹,勇天,勇鳳,勇誉,友貴,友喬,友高,友隆,宥貴,宥敬,宥高,宥峻,宥鷹,悠岳,悠貴,悠恭,悠敬,悠孝,悠幸,悠高,悠峻,悠嵩,悠多佳,悠多加,悠多可,悠太佳,悠太可,悠太果,悠鷹,悠天,悠宝,悠隆,有多佳,有多可,有太佳,柚喬,柚孝,柚昂,柚高,柚崇,柚嵩,柚多佳,柚多可,柚多夏,柚多果,柚太佳,柚太加,柚太可,柚太河,柚汰可,柚汰夏,柚大加,柚鳳,柚隆,由岳,由貴,由喬,由好,由孝,由幸,由昂,由高,由峻,由崇,由嵩,由多佳,由多加,由多可,由多果,由多歌,由多河,由太伽,由太夏,由太果,由太歌,由太花,由太華,由太賀,由太香,由汰佳,由汰加,由汰可,由汰嘉,由汰夏,由汰歌,由鷹,由隆,祐賢,祐孝,祐幸,祐生,祐多夏,祐太可,祐鳳,祐隆,裕伽,裕佳,裕賀,裕叶,裕貴,裕幸,裕剛,裕嵩,裕多佳,裕多加,裕太佳,裕太可,裕汰佳,裕隆,遊貴,遊高,遊子,遊太加,遊鷹,遊天,雄貴,雄高,雄崇,雄嵩,雄誠,雄鷹,雄峰,雄朗,夕貴,夕喬,夕尭,夕敬,夕孝,夕昂,夕高,夕崇,夕嵩,夕多香,夕鷹,夕隆,夕楼,夕應,侑岳,侑喬,侑空,侑敬,侑孝,侑昂,侑高,侑峻,侑崇,侑嵩,侑多佳,侑多果,侑太佳,侑太翔,侑卓,侑隆,穰,逞珂
ゆは	結葉,優晴,優覇
ゆめき	努希,夢季,夢規,夢記,夢貴,夢輝,夢己,夢生
ゆめた	結芽汰,夢多,夢太,夢汰
ゆめと	ゆめと,結愛翔,結芽斗,努人,夢遠,夢音,夢叶,夢十,夢人,夢斗,夢杜,夢登,夢都,夢砥,夢飛,夢豊,夢翔,優愛翔,優芽斗
ゆや	熊野,悠矢
よいち	詠一,縁都,佳市,吉壱,宵一,宵稚,世一,世市,代一,夜一,夜市,余市,与一,与市,良一,與一
よういち	よういち,瑛一,瑛壱,詠一,詠都,央一,桜一,鷹一,暢一,幼一,妖一,容一,容壱,容市,庸一,庸市,揚一,揺一,揺市,曜一,楊一,洋一,洋市,用一,用壱,用市,羊一,耀一,耀壱,耀市,葉一,蓉一,蓉市,要一,要壱,要市,遥一,遥市,陽一,陽壱,陽市,養一,應一,燿一,燿市,瑶一,瑶壱,瑶市,遙一
よういちろう	桜一郎,鷹一朗,鷹一郎,容一郎,庸一朗,庸一郎,揺一郎,曜一朗,曜一郎,楊一郎,洋一朗,洋一郎,用一郎,耀一朗,耀一郎,葉一朗,要一郎,遥一朗,遥一郎,陽一朗,陽一郎,應一朗,燿一朗,燿一郎,瑶一朗,瑶一郎,遙一郎
ようが	瑛雅,世有芽,宥嘉,洋華,洋牙,洋芽,洋賀,洋雅,耀雅,耀蘭,葉芽,陽華,陽牙,陽臥,陽芽,陽賀,陽雅,燿雅
ようき	鷹生,揺樹,揺生,擁輝,擁騎,曜紀,楊希,楊記,楊貴,洋希,洋季,洋紀,洋記,洋樹,羊希,耀輝,耀樹,葉喜,要希,遥規,陽喜,陽基,陽季,陽稀,陽紀,陽規,陽記,陽貴,陽輝,陽騎,陽己,陽樹,應樹
ようこう	洋航,洋行,用高,耀光,遥滉,陽好,陽弘,陽航,燿光
ようしゅん	耀春,耀旬,遥隼,陽春,陽駿
ようじ	ようじ,瑛士,鷹仕,湧史,容治,庸司,庸治,庸二,揚二,曜磁,曜地,楊枝,洋司,洋史,洋嗣,洋志,洋侍,洋児,洋次,洋治,洋爾,洋磁,洋仁,洋二,洋路,羊司,耀司,耀嗣,耀士,耀志,耀示,耀仁,耀路,葉司,葉史,葉士,葉慈,葉次,葉蒔,葉仁,葉二,要志,要次,要進,要仁,謡治,遥司,遥士,遥詞,遥二,陽司,陽史,陽士,陽志,陽詞,陽児,陽慈,陽次,陽滋,陽治,陽示,陽二,陽路,燿司,燿士,瑶司,瑶志
ようじろう	鷹士郎,鷹次郎,庸次郎,曜次郎,曜仁朗,曜二朗,洋司郎,洋士郎,洋次朗,洋次郎,洋治郎,洋二郎,羊次郎,耀士朗,耀士郎,耀志朗,耀次郎,耀治朗,耀治浪,耀治郎,耀二朗,耀二郎,葉士郎,葉次郎,要次郎,要治郎,遥士郎,陽士朗,陽士郎,陽児朗,陽次朗,陽次郎,陽治郎,陽二朗,陽二郎,養次郎,養治郎,燿次郎,遙治朗
ようすけ	ようすけ,瑛介,瑛輔,瑛祐,瑛亮,英助,英友,詠亮,央丞,央裕,嘉宇介,吉宇介,慶宇介,鷹介,鷹助,鷹輔,鷹佑,鷹祐,鷹翼,鷹亮,暢祐,湧輔,誉宇介,容介,容資,容典,容輔,容佑,容翼,容侑,庸介,庸佐,庸助,庸典,庸輔,庸佑,庸友,庸裕,庸理,擁介,曜介,曜助,曜丞,洋右,洋介,洋恭,洋助,洋奨,洋丞,洋輔,洋佑,洋祐,洋理,洋亮,羊右,羊介,耀允,耀右,耀介,耀左,耀資,耀助,耀丞,耀典,耀甫,耀輔,耀佑,耀友,耀祐,耀亮,耀涼,耀侑,葉右,葉介,葉賛,葉資,葉助,葉丞,葉典,葉甫,葉輔,葉佑,葉祐,葉裕,葉翼,葉理,葉亮,葉涼,蓉介,蓉輔,要允,要介,要助,要丞,要輔,要佑,要祐,要亮,踊介,遥右,遥介,遥丞,遥輔,遥佑,遥祐,遥亮,遥涼,陽祐,陽育,陽延,陽介,陽恭,陽佐,陽哉,陽資,陽助,陽将,陽丞,陽典,陽舗,陽甫,陽輔,陽佑,陽友,陽祐,陽裕,陽理,陽亮,陽涼,陽侑,應丞,櫻裕,燿介,燿輔,燿佑,燿翼,瑶介,瑶将,瑶輔,瑶佑,瑶祐,瑶裕,瑶翼,瑶亮,遙允,遙佑
ようせい	ようせい,永晟,瑛晴,瑛生,鷹成,鷹正,鷹生,庸晴,庸惺,洋星,洋生,洋誠,耀成,耀星,耀晴,耀生,耀聖,耀誠,耀惺,耀晟,葉晴,葉聖,葉惺,踊正,遥成,遥星,遥生,陽征,陽星,陽正,陽清,陽聖,陽誠,陽惺,陽晟,燿成,燿生,瑶征,瑶成,瑶星
ようた	ようた,よう汰,瑛大,英太,詠太,景大,桜太,桜汰,世宇太,鷹太,鷹汰,暢太,暢大,夜歌,湧太,容大,庸多,庸太,庸大,揺多,揺太,揺大,擁汰,曜太,曜大,楊太,楊大,洋多,洋太,洋汰,洋大,用大,羊太,耀樹,耀多,耀太,耀汰,耀泰,耀大,葉詠,葉詩,葉太,葉汰,葉大,蓉太,蓉大,要多,要太,要汰,踊詩,遥多,遥太,遥汰,遥泰,遥大,陽詠,陽詩,陽尚,陽垂,陽多,陽太,陽汰,陽泰,陽大,燿太,燿汰,燿大,瑶多,瑶太,瑶汰,瑶大,遙多,遙太,遙汰,遙大
ようたろう	ようたろう,英多郎,桜汰朗,鮮太郎,鷹太郎,鷹汰朗,八太郎,勇太郎,傭太郎,容大朗,庸太朗,庸太郎,曜太朗,楊太郎,楊大郎,洋多郎,洋太朗,洋太郎,羊太郎,耀太朗,耀太郎,耀汰郎,耀大朗,葉太朗,葉太郎,葉大郎,要太朗,要太郎,遥太朗,遥太郎,遥大朗,遥大郎,陽多朗,陽多郎,陽太朗,陽太朗,陽太郎,陽汰朗,陽汰郎,陽大朗,陽大朗,陽大郎,燿太朗,燿太郎,瑶太朗,瑶太郎,瑶大朗,瑶大郎,遙太郎
ようだい	ようだい,詠大,鷹大,洋泰,洋大,耀太,耀大,葉大,要大,遥大,陽太,陽大,陽梛偉,燿泰,燿大
ようと	鷹翔,曜斗,楊斗,洋人,洋斗,洋渡,洋登,洋都,羊土,耀音,耀叶,陽人,陽斗,陽渡,陽登,陽都
ようのすけ	鷹ノ介,庸之介,庸之助,洋之介,洋之助,洋之輔,葉ノ助,葉乃介,要之助,遥之助,陽乃育,陽之延,陽之介,陽之助,養之輔,瑶ノ助
ようへい	ようへい,依宇平,映平,栄平,永平,瑛平,英平,詠宇平,詠平,於宇平,央平,佳宇平,嘉宇平,義宇平,義羽平,義有平,吉宇平,慶宇平,景平,好宇平,好羽平,好有平,克宇平,桜平,宵平,昌宇平,酔平,世宇平,世生平,世友平,世有平,生宇平,鷹平,暢平,能宇平,八平,美宇平,芳宇平,夜羽平,勇宇平,勇平,勇友平,由宇平,予於平,与右平,与優平,与憂兵衛,誉宇平,誉生平,傭兵,傭平,容平,庸丙,庸兵,庸平,揚丙,揚平,揺平,擁平,曜丙,曜平,楊平,洋経依,洋経偉,洋経威,洋経一,洋経唯,洋経倭,洋丙,洋併,洋兵,洋兵一,洋兵唯,洋兵倭,洋平,羊平,耀兵,耀平,葉宇平,葉丙,葉平,蓉平,要宇平,要平,謡平,遥丙,遥兵,遥平,陽経依,陽経偉,陽経威,陽経一,陽経唯,陽経倭,陽丙,陽併,陽兵,陽兵一,陽兵唯,陽兵倭,陽平,養平,頼宇平,良宇平,令宇平,燿兵,燿平,瑶平,遙平
ようま	瑛守,瑛真,桜真,鷹馬,鷹舞,鷹磨,庸真,楊磨,洋真,洋馬,洋摩,洋磨,洋麻,洋眞,耀真,耀馬,耀舞,耀麻,耀万,耀眞,葉真,蓉真,要真,陽真,陽馬,陽舞,陽摩,陽磨,陽麻,瑶真,瑶馬,瑶眞
ようや	永恭,曜也,洋哉,洋也,洋耶,洋弥,洋矢,耀也,耀弥,耀矢,陽哉,陽耶,陽弥,陽矢
よくと	翼永,翼音,翼人,翼斗,翼杜,翼都,翼翔
よしあき	よしあき,栄聡,栄明,悦愛,悦章,悦誠,佳旭,佳叡,佳瑛,佳顕,佳晃,佳秋,佳彰,佳昌,佳昭,佳晶,佳章,佳聡,佳旦,佳哲,佳彬,佳明,佳亮,佳朗,佳晟,佳皓,嘉暁,嘉晃,嘉秋,嘉彰,嘉昭,嘉晶,嘉章,嘉明,嘉了,快彰,快明,凱瑛,凱昭,凱章,歓晃,喜暁,喜秋,喜昭,喜晶,喜章,喜明,貴昭,儀章,儀明,宜明,義旭,義瑛,義鑑,義輝,義暁,義謙,義顕,義光,義昂,義晃,義秋,義彰,義招,義昌,義昭,義晶,義章,義詮,義爽,義聡,義哲,義彬,義明,義耀,義亮,義瞭,義朗,義晟,吉顕,吉晃,吉秋,吉彰,吉昭,吉章,吉哲,吉明,欣晃,欣昭,啓朗,圭暁,圭章,圭朗,恵昭,慶光,慶晃,慶秋,慶昌,慶照,慶哲,慶明,慶亮,敬昭,賢曙,賢明,賢朗,好晃,好秋,好昭,好章,好誠,好明,好晟,孔明,幸明,康彰,香晃,香明,克招,克哲,克晟,志亮,資明,慈聡,淑瑛,淑晶,俊夫,純誠,純明,順亮,祥彰,祥昭,祥聡,祥明,祥晟,慎晃,慎明,仁敬,仁昭,仁章,仁明希,世志晃,世志明,世彰,善旭,善瑛,善輝,善昂,善晃,善秋,善彰,善昌,善昭,善晶,善章,善成,善爽,善聡,善男,善哲,善彬,善明,善璃,善瞭,善朗,善晟,禎顕,禎昭,禎明,徳昭,能章,能明,美晃,美彰,美昭,美明,美朗,福明,文章,芳暁,芳憲,芳顕,芳晃,芳秋,芳彰,芳昭,芳章,芳明,弥紀,由旭,由瑛,由暁,由昂,由晃,由秋,由彰,由昌,由昭,由晶,由章,由爽,由聡,由哲,由彬,由明,由亮,由瞭,由朗,由晟,祐明,裕幸,誉啓,亮瑛,良顕,良晃,良彰,良昭,良章,良哲,良彬,良明,良亮,良晄,令聖,麗晃
よしいえ	義営,義家,吉営,芳営,良家
よしうみ	佳海,喜海,義海,淑海,徳海
よしお	よしお,愛雄,愛郎,依志夫,威雄,栄夫,悦夫,悦郎,佳央,佳緒,佳生,佳男,佳夫,佳穂,佳雄,嘉生,嘉男,嘉夫,嘉雄,嘉郎,賀雄,快男,快雄,凱夫,歓生,喜生,喜男,喜夫,喜雄,儀雄,宜雄,義央,義広,義桜,義生,義男,義夫,義勇,義雄,義朗,義郎,吉央,吉生,吉男,吉夫,吉雄,欣央,啓夫,啓雄,圭桜,圭男,恵雄,慶男,慶夫,慶雄,好生,好男,好夫,好雄,好朗,孝和,剛雄,克夫,克郎,佐男,至雄,淑生,淑男,淑夫,淑雄,承男,承夫,捷夫,昌生,昌郎,祥生,祥男,祥雄,慎郎,仁雄,世士夫,世始緒,世志緒,世志男,世祉緒,世詩緒,宣緒,善生,善大,善男,善夫,善雄,善朗,善郎,兆男,珍雄,禎男,禎夫,能生,能雄,美男,美夫,美雄,彦,芳遠,芳央,芳生,芳男,芳夫,芳雄,芳郎,由生,由男,由夫,由雄,由郎,余四男,与志生,与志男,与志夫,与志雄,誉士夫,誉夫,洋志穂,良央,良士,良生,良男,良夫,良雄,良朗
よしおみ	悦臣,佳臣,嘉臣,喜臣,儀臣,義臣,吉臣,慶臣,好臣,淑臣,善臣,美臣,芳臣,良臣
よしかず	よしかず,愛一,悦一,佳一,佳和,可一,嘉一,嘉和,賀一,喜一,嬉和,毅一,義一,義員,義計,義算,義種,義収,義順,義数,義知,義量,義和,吉一,吉寿,吉和,恭一,欣一,欣和,圭寿,恵和,慶和,敬一,桂一,賢和,好一,好和,工一,幸和,剛一,剛和,至一,寿知,純和,順和,昌一,祥一,祥三,祥利,祥和,精和,善一,善春,善和,能一,能収,美一,美和,奉一,芳一,芳春,芳和,由一,由計,由和,良一,良嘉,良二,良和,良萬,惠和
よしかつ	艶勝,佳克,嘉克,喜克,義恰,義活,義葛,義褐,義轄,義桂,義克,義勝,義雄,吉勝,圭且,圭克,慶勝,謙勝,好克,好勝,善克,善勝,能活,能勝,能捷,美勝,芳克,芳勝,由克,由勝,良活,良克,良勝,良雄,與克
よしき	よしき,ヨシキ,偉紀,偉貴,偉己,惟暉,椅己,允基,栄規,栄記,悦希,悦熙,温貴,佳葵,佳幹,佳喜,佳器,佳基,佳嬉,佳希,佳季,佳稀,佳規,佳貴,佳輝,佳騎,佳桔,佳己,佳樹,佳城,佳生,佳槻,佳暉,佳氣,佳綺,嘉幹,嘉喜,嘉基,嘉岐,嘉希,嘉機,嘉毅,嘉季,嘉稀,嘉紀,嘉記,嘉輝,嘉騎,嘉己,嘉幸,嘉樹,嘉生,嘉来,嘉麒,華季,賀紀,賀久,賀己,賀樹,賀大,快希,快輝,快樹,凱基,凱貴,凱輝,楽貴,寛己,歓喜,歓樹,喜黄,喜基,喜揮,喜稀,喜紀,喜貴,喜輝,喜幸,喜樹,喜生,毅樹,貴樹,儀樹,宜城,義葵,義幹,義喜,義基,義希,義機,義毅,義季,義稀,義紀,義規,義記,義貴,義起,義輝,義騎,義己,義志喜,義志貴,義志樹,義志生,義樹,義生,義大,義暉,義綺,吉喜,吉器,吉希,吉揮,吉毅,吉祈,吉紀,吉規,吉貴,吉軌,吉輝,吉玖,吉埼,吉士葵,吉識,吉樹,吉城,吉超,吉来,吉來,吉綺,吉麒,恭稀,恭輝,恭己,欣喜,欣嬉,欣希,欣季,欣樹,欣生,啓樹,圭葵,圭稀,圭紀,圭樹,慶葵,慶喜,慶希,慶毅,慶気,慶季,慶紀,慶規,慶記,慶貴,慶起,慶輝,慶騎,慶己,慶生,慶來,敬樹,桂葵,堅紀,謙希,賢希,元暉,源麒,功樹,好岐,好機,好輝,好士樹,好樹,好生,好来,幸喜,幸稀,幸紀,幸記,幸輝,幸幸,幸樹,康幹,康輝,香生,克喜,克樹,穀生,佐基,祉貴,至希,治紀,寿起,淑基,淑希,俊輝,純輝,祥喜,祥基,祥希,祥季,祥稀,祥紀,祥規,祥貴,祥輝,祥己,祥樹,祥城,祥綺,譲暉,慎稀,仁基,仁貴,世四季,世士樹,世始希,世始稀,世始貴,世始樹,世始綺,世志希,世志稀,世志貴,世志輝,世志樹,世志綺,世祉希,世祉稀,世祉貴,世祉樹,世祉綺,世紫生,世詩稀,世詩貴,世詩樹,世詩綺,世識,世知規,成希,宣希,宣輝,鮮輝,善喜,善器,善基,善希,善揮,善祈,善季,善稀,善紀,善規,善起,善軌,善輝,善公,善樹,善生,泰己,泰生,泰熙,禎喜,禎季,禎紀,禎樹,徳己,惇貴,美喜,美稀,美紀,美輝,美材,美樹,美利,美綺,彦輝,彦城,敏赳,福気,芳喜,芳基,芳希,芳季,芳稀,芳紀,芳規,芳記,芳貴,芳輝,芳騎,芳樹,芳生,豊樹,明己,勇志希,由葵,由喜,由基,由希,由旗,由季,由稀,由紀,由規,由貴,由起,由輝,由騎,由宜,由久,由己,由樹,由生,由其,由来,由絆,由綺,祐輝,裕喜,裕基,裕貴,裕幸,与志喜,与志生,誉士気,誉志毅,誉志季,誉志紀,誉志規,誉志記,誉志輝,誉志樹,誉樹,容揮,理稀,亮貴,亮輝,良葵,良幹,良喜,良基,良希,良機,良季,良紀,良規,良起,良輝,良材,良志輝,良樹,禄紀,和聖,惠樹,燿色,逞喜,逞希
